Landblock Hex	Landblock Dec	Dungeon Name	Drop Loc	Wiki Link	WeenieClassId	WeenieDesc	aceObjectId	Portal Name	Portal Loc	Portal Coordinates	Portal Restrictions	NPC Name	Gem Name	Gateway	Notes	Spreadsheet Info
00D1	209	Ancient Caves	0x00d10e92 160 -150 -2.9108500480652 1 0 0 0	00D1	33985		1898205185	Ancient Caves	0x12450100 92.8098 173.87 -5.263 0.998036 0 0 -0.0626439	46.1S 87.2W	LR040				going by the wiki's entry on the restrictions, theres no screenshot of the portal ID panel. - Immortalbob	
00D1	209	Deeper Caves	0x00d109c7 160 -150 -14.788999557495 1 0 0 0	00D1	34019		1879904374	Deeper Caves	0x00D110B8 292.891 -36.917 -6.063 0.923879 0 0 -0.382684	00D1	LR040				going by the wiki's entry on the restrictions, theres no screenshot of the portal ID panel. - Immortalbob	
00D1	209	Deepest Caves	0x00d102b7 160 -150 -26.788999557495 1 0 0 0	00D1	34020		1879904282	Deepest Caves	0x00D10B34 232.592 -237.403 -18.063 0.923879 0 0 -0.382684	00D1	NS				going by the wiki's entry on the restrictions, theres no screenshot of the portal ID panel. - Immortalbob	
00D2	210	Northern Catacombs	0x00d20535 120 -210 -11.994999885559 1 0 0 0	00D2	34829		1879687178	Northern Catacombs	0x009C01F4 390 -37 -24.2098 1 0 0 -0.0000000437114	009C	QF NS NR NT					
00D3	211	Eastern Catacombs	0x00d30535 120 -210 -11.994999885559 1 0 0 0	00D3	34831		1879687180	Eastern Catacombs	0x009C01FB 403 -50 -24.2098 0.707107 0 0 -0.707107	009C	QF NS NR NT					
00D4	212	Southern Catacombs	0x00d40535 120 -210 -11.994999885559 1 0 0 0	00D4	34827		1879687179	Southern Catacombs	0x009C01F9 393 -70 -24.2098 0.707107 0 0 -0.707107	009C	QF NS NR NT					
00D6	214	Collegium Planar Abstraction  (Planar Academy Master Portal Studies)	0x00d6036a 116.5299987793 -150 36.005001068115 -0.70710700750351 0 0 -0.70710700750351	00D6	36938		1879924817	Master Portal Studies	0x00D6029B 0 -150 24 -0.707107 0 0 -0.707107	00D6	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction  (Planar Academy Master Portal Studies)	0x00d6036a 116.5299987793 -150 36.005001068115 -0.70710700750351 0 0 -0.70710700750351	00D6	36938		1879924876	Master Portal Studies	0x00D603F9 60 -130 48 0 0 0 -1	00D6	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction (Headmaster's Rooms)	0x00d60430 60 -66.403800964355 60.005001068115 1 0 0 0	00D6	36940		1879924875	Planar Academy Headmaster's Rooms	0x00D603F2 60 -70 48 1 0 0 -0.0000000437114	00D6	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction (Lecture Hall)	0x00d603f9 60 -126.70300292969 48.005001068115 1 0 0 0	00D6	36939		1879924843	Planar Academy Lecture Hall	0x00D6032A 60 -130 36 1 0 0 -0.0000000437114	00D6	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction (Lecture Hall)	0x00d603f9 60 -126.70300292969 48.005001068115 1 0 0 0	00D6	36939		1879924862	Planar Academy Lecture Hall	0x00D6036A 120 -150 36 1 0 0 0	00D6	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction (Lecture Hall)	0x00d603f9 60 -126.70300292969 48.005001068115 1 0 0 0	00D6	36939		1879924880	Planar Academy Lecture Hall	0x00D60430 60 -70 60 0 0 0 -1	00D6	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction (Planar Academy Entrance)	0x00d60210 60 -336.59899902344 6.0050001144409 1 0 0 0	00D6				Collegium Planar Abstraction Antechamber		6444	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction (Planar Academy Journeyman Portal Studies)	0x00d6029b 3.5779900550842 -150 24.004999160767 0.70710700750351 0 0 -0.70710700750351	00D6	36937		1879924813	Journeyman Portal Studies	0x00D6025A 120 -150 12 0.707107 0 0 -0.707107	00D6	LR130 QF NS NR NT					
00D6	214	Collegium Planar Abstraction (Quiddity Seed)	0x00d60494 60 -53.797500610352 84 1 0 0 0	00D6						00D6	LR130 QF NS NR NT	Knorr Quiddity Seed				
00D6	214	Collegium Planar Abstraction (Virindi Portal)	0x00d6048d 52.725700378418 -23.64879989624 84.004997253418 0.12050300091505 0 0 -0.99271297454834	00D6				Virindi Portal							Spawn Point for Attackable Virindi Portal. - Immortalbob	
00D6	214	Collegium Planar Abstraction (Virindi Portal)	0x00d6048e 50 -30 84.004997253418 0.19454799592495 0 0 -0.98089301586151	00D6				Virindi Portal							Spawn Point for Attackable Virindi Portal. - Immortalbob	
00D6	214	Collegium Planar Abstraction (Virindi Portal)	0x00d60491 60 -22.22200012207 84.004997253418 0 0 0 -1	00D6				Virindi Portal							Spawn Point for Attackable Virindi Portal. - Immortalbob	
00D6	214	Collegium Planar Abstraction (Virindi Portal)	0x00d60492 60 -30 84.004997253418 1 0 0 0	00D6				Virindi Portal							Spawn Point for Attackable Virindi Portal. - Immortalbob	
00D6	214	Collegium Planar Abstraction (Virindi Portal)	0x00d60495 66.641998291016 -24.044500350952 84.004997253418 -0.15837499499321 0 0 -0.98737901449203	00D6				Virindi Portal							Spawn Point for Attackable Virindi Portal. - Immortalbob	
00D6	214	Collegium Planar Abstraction (Virindi Portal)	0x00d60496 70 -30 84.004997253418 0.21900700032711 0 0 0.97572302818298	00D6				Virindi Portal							Spawn Point for Attackable Virindi Portal. - Immortalbob	
00D7	215	Jester's Prison (Antechamber)	0x00d70100 110 -110 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00D7				Hidden Portal		64.9S 44.1W	LR160 QF NS NR NT				Portal name needs verification, hidden from radar. - Immortalbob	
00D7	215	Jester's Prison (Main Dungeon)	0x00d70104 135.80000305176 -110 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00D7						00D7	N/A	Jester's Prison Door				
00D7	215	Jester's Prison (Pillar Room)	0x00d701a2 108.32800292969 -90 6.0050001144409 0.70710700750351 0 0 -0.70710700750351	00D7				Door		00D7					Portal Door, no name on wiki needs verification. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d7021e 110.93499755859 -80.966697692871 30.200000762939 0.38268300890923 0 0 -0.92387998104095	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d7021f 106.35199737549 -89.995101928711 30.200000762939 0.70710700750351 0 0 -0.70710700750351	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d70220 110.98500061035 -99.062301635742 30.200000762939 0.92387902736664 0 0 -0.38268399238586	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d70221 119.98699951172 -76.32209777832 30.200000762939 0 0 0 -1	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d70223 120.03800201416 -103.61499786377 30.200000762939 1 0 0 0	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d70224 129.00399780273 -80.882598876953 30.200000762939 -0.38268399238586 0 0 -0.92387902736664	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d70225 133.6309967041 -89.976097106934 30.200000762939 -0.70710700750351 0 0 -0.70710700750351	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell: Jester Teleport Point)	0x00d70226 129.10299682617 -98.952201843262 30.200000762939 -0.92387902736664 0 0 -0.38268399238586	00D7											Jester Teleport Point. - Immortalbob	
00D7	215	Jester's Prison (Prison Cell)	0x00d70216 110 -90 24.004999160767 0.70710700750351 0 0 -0.70710700750351	00D7				Door		00D7					Portal Door, no name on wiki needs verification. - Immortalbob	
00D7	215	Jester's Prison (Pyramid Hallway)	0x00d7011a 10 -120 6.0050001144409 0 0 0 -1	00D7				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown Drop Point, unused?? - Immortalbob	
00D8	216	Lord Rytheran's Private Sanctum	0x00d80228 10 -240 0.0049999998882413 1 0 0 0	00D8						74.7N 18.5E	QF NS NR NT	Master's Sentinel				
00D9	217	Blightfinger's Warrens	0x00d90289 30 -217 0.0049999998882413 1 0 0 0	00D9				Blightfinger's Warrens		0F38	LR070 NS NR NT	N/A				
00DA	218	Falatacot Visitor's Alcove (Entrance)	0x00da019a 110 -20 0.0049999998882413 -0.0042037297971547 0 0 0.99999099969864	00DA						00CE	LR180 QF NS NR NT	Falatacot Statue				
00DA	218	Falatacot Visitor's Alcove (Part 2)	0x00DA01EC 104.027374 -169.995041 6.005000 0.700653 0.000000 0.000000 -0.713502	00DA												
00DA	218	Falatacot Visitor's Alcove (Part 3)	0x00DA01E1 198.075607 -119.213196 0.005000 0.678557 0.000000 0.000000 -0.734548	00DA												
00DC	220	Moarsmen Priory	0x00dc016c 0 -55.0172996521 -5.9949998855591 1 0 0 0	00DC	38365		1879859353	Moarsmen Priory	0x00C60370 30 -160 -12.063 0.382683 0 0 -0.92388	00C6	LR180 QF NS NR NT					
00DD	221	Acolyte's Chamber	0x00dd0102 10 -20 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00DD	38581		1943056384	Acolyte's Chamber	0x3D0B014B 36 132 12.537 -0.0000000437114 0 0 -1	92.8S 52.6W	QF NS NR NT					
00DD	221	Chamber of the High Priest's First	0x00dd0108 10 -170 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00DD	38582		1943056386	Chamber of the High Priest's First	0x3D0B012F 132 36 12.537 1 0 0 0	93.0S 52.6W	QF NS NR NT					
00DD	221	Chamber of the High Priest's Second	0x00dd0106 10 -120 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00DD	38583		1943056387	Chamber of the High Priest's Second	0x3D0B0173 36 36 12.537 1 0 0 0	93.0S 53.0W	QF NS NR NT					
00DD	221	Chamber of the High Priest's Third	0x00dd0104 10 -70 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00DD	38584		1943056385	Chamber of the High Priest's Third	0x3D0B0113 132 132 12.537 -0.0000000437114 0 0 -1	92.6S 52.6W	QF NS NR NT					
00DE	222	Temple Door	0x00de018b 120 -90 -6 1 0 0 0	00DE	38369		3695986255	Temple Door	0x3A110025 97 108 32 -0.707107 0 0 -0.707107		QF NS NR NT	Temple Door		x	Portal/npc is a Door with a 5 minute timer such as a gateway... Not sure which dungeon landblock it resides in - Immortalbob	
00DE	222	Temple Door	0x00de018b 120 -90 -6 1 0 0 0	00DE	38369		2629802466	Temple Door	0x3A110015 71 108 32 0.707107 0 0 -0.707107		QF NS NR NT	Temple Door		x	Portal/npc is a Door with a 5 minute timer such as a gateway... Not sure which dungeon landblock it resides in - Immortalbob	
00DF	223	Temple of Tthuun	00DF02B9 119.77 -90.58 -5.99 1.00 0.00 0.00 -0.02	00DF	38585		1943056388	Temple of Tthuun	0x3D0B0100 84 84 36.537 1 0 0 0	92.8S 52.8W	QF NS NR NT					
00E0	224	Rogue Delvings	0x00e001a0 160 -220 0.0049999998882413 1 0 0 0	00E0	38646		2037235715	Rogue Delvings	0x96DC0020 75 176 302.354 0.707107 0 0 -0.707107	74.8N 18.4E	LR180 QF NS NR NT					
00E1	225	Path of the Blind (East)	0x00e1034a 52.855201721191 -248.07499694824 0.0049999998882413 1 0 0 0	00E1	31925		1950289922	Path of the Blind East	0x43F1001B 95.0672 60.9868 39.937 -0.707107 0 0 -0.707107	91.1N 48.0W	LR140					
00E2	226	Inner Burial Chamber	0x00e20101 410 -440 -29.995000839233 1 0 0 0	00E2									Inner Burial Chamber Portal Sending Gem			
00E2	226	Ruschk Burial Mound	0x00e202fa 80 -20 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	00E2	32818		1923026944	Ruschk Burial Mound	0x29F10100 36 140 16.737 -0.0000000437114 0 0 -1	91.5N 69.0W	LR060 QF NS NR NT					
00E3	227	Sclavus Umbral Forge	0x00e3040c 60 -770 0.0049999998882413 1 0 0 0	00E3	32830		1946853376	Sclavus Umbral Forge	0x40AA0100 80 36 9.592 0.707107 0 0 -0.707107	34.1N 50.6W	LR060 QF NS NR NT					
00E4	228	Temple of the Three, Ritual Chambers	0x00e401de 30 -100 0.0049999998882413 1 0 0 0	00E4						00E5	NS NR NT			x		
00E4	228	Temple of the Three, Ritual Chambers	0x00e401de 30 -100 0.0049999998882413 1 0 0 0	00E4	35801		1879916623	Temple of the Three, Ritual Chambers	0x00d4060f 228.617 -81.2211 -12.063 -0.925411 0 0 0.378964	00E5	NS NR NT			x		
00E5	229	Temple of the Three	0x00e50734 70 -300 0.0049999998882413 1 0 0 0	00E5	35037		1879892263	Temple of the Three	0x00CE0515 100 -105 41.7902 -0.703984 0 0 -0.710216	00CE	QF NS NR NT					
00E5	229	Temple of the Three	0x00e50734 70 -300 0.0049999998882413 1 0 0 0	00E5	35037		1879982082	Temple of the Three	0x00E4010A 29.9783 -5.50422 -30.2098 0.99982 0 0 0.018945	00CE	QF NS NR NT					
00E6	230	Orphanage Wing (Entrance)	0x00e6040b 130 -100 0.30000001192093 1 0 0 0	00E6						6548	QF NS NR NT	Statue of Bael'Zharon				
00E6	230	Prodigal Shadow Child's Lair	0x00e60422 190 -50 0.30000001192093 1 0 0 0	00E6	36008		1879990274	Prodigal Shadow Child's Lair	0x00E6012F 130 -40 -48.063 1 0 0 0	00E6	LR140 QF NS NR NT	N/A				
00E7	231	Gardens of Menilesh	0x00e70283 80 -60 48.005001068115 0.27563700079918 0 0 -0.96126198768616	00E7	38086		1954734147	Gardens of Menilesh	0x482E002D 135 110 5.937 0.707107 0 0 -0.707107	64.7S 43.8W	LR150 QF NS NR NT	N/A				
00E8	232	Tactical Arena (Celestial Hand)	0x00e80141 90 -160 6.0050001144409 1 0 0 0	00E8						0087	LR180 QF NS NR NT	Tactical Officer				
00E8	232	Tactical Arena (Eldrytch Web)	0x00e8015a 170 -40 6.0050001144409 1 0 0 0	00E8						0088	LR180 QF NS NR NT	Tactical Officer				
00E8	232	Tactical Arena (Radiant Blood)	0x00e80128 0 -40 6.0050001144409 1 0 0 0	00E8						0089	LR180 QF NS NR NT	Tactical Officer				
00EA	234	Mhoire Armory (Entrance)	0x00ea04dd 30 -100 -17.995000839233 1 0 0 0	00EA	37489		1954734141	Mhoire Armory	0x482E0140 16.0681 82.6739 3.592 -0.691406 0 0 -0.722466	64.8S 44.3W	LR160 QF NS NR NT					
00EA	234	Mhoire Armory (Return from Armory?)	0x00ea01e5 90 -90 -53.446701049805 1 0 0 0	00EA				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Return Portal Indicator?? - Immortalbob	
00EA	234	Mhoire Armory (Return from Forges?)	0x00ea0303 90 -90 -41.459999084473 1 0 0 0	00EA				Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Return Portal Indicator?? - Immortalbob	
00EB	235	Ancient Cloister	0x00eb014e 100 -192.53100585938 -29.995000839233 1 0 0 0	00EB	38730		2138144768	Ancient Cloister	0xF7180100 96.5627 48.3781 0.337 -0.382683 0 0 -0.92388	82.5S 96.1E	LR150 QF NS NR NT					
00EC	236	Northern Resonating Crystal	0x00ec0147 270 -180 0.0049999998882413 1 0 0 0	00EC						51.5N 32.6E	QF NS NR NT	Northern Resonating Crystal				
00EC	236	Southern Resonating Crystal	0x00ec0120 110 -210 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	00EC						52.6S 46.7E	QF NS NR NT	Southern Resonating Crystal				
00ED	237	Artifex Collegium	0x00ed0350 180 -330 0.0049999998882413 1 0 0 0	00ED	36217		1889583104	Artifex Collegium	0x0A0C0015 60 110 17.937 1 0 0 0	91.9S 93.7W	NS NR NT					
00EE	238	0x0023011a 77.221099853516 -6.8506999015808 0.0049999998882413 0.89411300420761 0 0 0.44784098863602	0x00ee0121 200 -112.72699737549 -35.994998931885 1 0 0 0	00EE				Escape Portal		00EE	NS NR NT					
00EE	238	Cave (Drudge Fort)	0x00ee03b4 160.22200012207 -294.41400146484 0.0049999998882413 1 0 0 0	00EE	35595		2072637469	Cave	0xB89F0102 163.957 33.987 78.737 -0.815684 0 0 -0.578498	25.4N 45.9E	NS NR NT					
00EE	238	Under Drudge Fort	0x00ee03a4 160 -150 0.0049999998882413 1 0 0 0	00EE				Under Drudge Fort		00EE	NS NR NT					
00EF	239	Temple Entrance	0x00ef0236 52.861801147461 -110 -23.995000839233 0.70710700750351 0 0 -0.70710700750351	00EF				Temple Entrance		84.3N 24.7E	LR120 QF NS NR NT					
00F0	240	Sanctum of Xik Minru (Entrance)	0x00f001b2 70 -80 12.005000114441 1 0 0 0	00F0												
00F0	240	Sanctum of Xik Minru (Lower Level)	0x00f006b6 80 -110 54 1 0 0 0	00F0												
00F0	240	Temple of Xik Minru (Causeway)	0x00f00141 20 -116.58000183105 0.0049999998882413 1 0 0 0	00F0												
00F0	240	Temple of Xik Minru (Entrance)	0x00f00143 20 -140 0.0049999998882413 1 0 0 0	00F0												
00F1	241	Nightmare Gate	0x00f10625 110 -150 0.0049999998882413 0 0 0 -1	00F1												
00F2	242	Qin Xikit's Hidden Crown	0x00f20151 10 -120 0.0049999998882413 1 0 0 0	00F2												
00F3	243	Browerk Stomach	0x00f30107 50 -80 -12 1 0 0 0	00F3												
00F3	243	Qin Xikit's Receiving Chamber	0x00f304af 50 -220 12 1 0 0 0	00F3												
00F3	243	Qin Xikit's Tomb	0x00f30238 110 -110 0.0049999998882413 1 0 0 0	00F3												
00F4	244	Center of Kivik Lir's Temple	0x00f40153 30 -80 0.0049999998882413 1 0 0 0	00F4												
00F4	244	Rehir Stomach	0x00f40107 30 -30 -12 1 0 0 0	00F4												
00F5	245	Center of Izji Qo's Temple	0x00F50153 30.000000 -80.000000 0.005000 1.000000 0.000000 0.000000 0.000000	00F5												
00F5	245	Reeshan Stomach	0x00f50107 30 -30 -12 1 0 0 0	00F5												
00F6	246	Center of Ixir Zi's Temple	0x00f60153 30 -80 0.0049999998882413 1 0 0 0	00F6												
00F6	246	Kiree Stomach	0x00f60107 30 -30 -12 1 0 0 0	00F6												
00F7	247	Center of Hizk Ri's Temple	0x00f70153 30 -80 0.0049999998882413 1 0 0 0	00F7												
00F7	247	Keerik Stomach	0x00f70107 30 -30 -12 1 0 0 0	00F7												
00F8	248	Broodu Stomach	0x00f80107 30 -30 -12 1 0 0 0	00F8												
00F8	248	Center of Liazk Itzi's Temple	0x00f80153 30 -80 0.0049999998882413 1 0 0 0	00F8												
00F9	249	Qin Xikit's Antechamber	0x00f907b4 100 -50 24 0 0 0 -1	00F9												
00FA	250	Depth's of Kivik Lir's Temple	0x00fa076e 100 -50 24 1 0 0 0	00FA												
00FB	251	Depth's of Izji Qo's Temple	0x00fb0756 100 -50 24 1 0 0 0	00FB											Drop Marker facing rear wall, no way to grab coordinates for a proper drop, will pass for now until tools are implemented to fix this -CPL Brown	
00FC	252	Depth's of Ixir Zi's Temple	0x00fc0731 100 -50 24 1 0 0 0	00FC											Same as above, Passed -CPL Brown	
00FD	253	Depth's of Hizk Ri's Temple	0x00fd074e 100 -50 24 1 0 0 0	00FD											Same as above, Passed -CPL Brown	
00FE	254	Depth's of Liazk Itzi's Temple	0x00fe07b3 100 -50 24 0 0 0 -1	00FE											Same as above, Passed -CPL Brown	
0100	256	Murk Warrens (Baishi)	01000121 40.00 -260.00 0.00 1.00 0.00 0.00 0.00	0100	7252	portalmossbandsho	2100596736	Murk Warrens	0xD349000C 43.9883 82.9734 37.6027 0.702182 0 0 -0.711997							
0101	257	Murk Warrens (Zaikhal)	01010121 40.00 -260.00 0.00 1.00 0.00 0.00 0.00	0101	7250	portalmossbandgha	2014969856	Murk Warrens	0x81A00033 163 61.02 55.2687 -0.999984 0 0 -0.00560248							
0102	258	Murk Warrens (Stonehold)	01020121 40.00 -260.00 0.00 1.00 0.00 0.00 0.00	0102	7248	portalmossbandalu	1974284288	Murk Warrens	0x5AD30037 149.294 154.355 39.2217 -1 0 0 -0.00104568							
0103	259	Black Spawn Den (Teth)	0x01030375 99.039986 -210.039993 0.005000 0.696707 0.000000 0.000000 -0.717356	0103	7242	portalblackdrudgespawnalu	1907949568	Black Spawn Den	0x1B90002C 122.404 87.4296 29.937 0.00842829 0 0 0.999964							
0104	260	Black Spawn Den (Wai Jhou)	0x01040375 99.199997 -209.899994 0.005000 0.696707 0.000000 0.000000 -0.717356	0104	7246	portalblackdrudgespawnsho	1936932864	Black Spawn Den	0x3734001B 75.3624 71.714 81.3766 0.972624 0 0 0.232386						Drop loc fixed, Portal fix requires administrator and database correction -CPL Brown	
0105	261	Black Spawn Den (Ayan Baqur)	0x01050375 99.199997 -209.899994 0.005000 0.696707 0.000000 0.000000 -0.717356	0105	7244	portalblackdrudgespawngha	1899200512	Black Spawn Den	0x1338003D 174.997 110.955 97.1833 -0.999896 0 0 0.0144589						Drop loc fixed, Portal fix requires administrator and database correction -CPL Brown	
0106	262	Setab's Barracks	0x010601AF 0.000000 -10.000000 6.005000 0.696707 0.000000 0.000000 -0.717356	0106	7208	portalsetabsbarracks	2083004416	Setab's Barracks Portal	0xC2820017 57.8179 162.889 53.937 -0.876503 0 0 -0.481396						Drop loc fixed, Portal fix requires administrator and database correction -CPL Brown	
0107	263	Nor's Folly	0x01070166 60.000000 -30.000000 0.005000 0.714421 0.000000 0.000000 0.699716	0107	7206	portalnorsfolly	2028298240	Nor's Folly Portal	0x8E560017 49.5281 161.289 16.8185 -0.894036 0 0 0.447996						Drop loc fixed -CPL Brown	
0108	264	Cursed Swamp	0108020D 50.00 -50.00 0.00 1.00 0.00 0.00 0.00	0108	7204	portalcursedswamp	2102775808	Cursed Swamp Portal	0xD55D002B 140.661 58.377 5.937 1 0 0 0							
0109	265	Dungeon of Corpses	01090160 30.00 -20.00 0.00 -0.00 0.00 0.00 -1.00	0109	7202	portalcorpses	1947439104	Dungeon of Corpses Portal	0x41390100 84 40 -6.408 -0.0000000437114 0 0 -1							
010A	266	Black Dominion	0x010A0223 0.026182 -70.163895 0.005000 0.731690 0.000000 0.000000 -0.681638	010A	7200	portalblackdominion	1978728448	Black Dominion Portal	0x5F100006 8.95292 124.792 -0.063 0.985959 0 0 -0.166986							
010B	267	Asuger Temple	0x010B0199 0.112264 -0.796341 0.005000 -0.012415 0.000000 0.000000 -0.999923	010B	7198	portalasugertemple	2052812800	Asuger Temple Portal	0xA5B7001F 76.7235 148.413 99.1497 0.278249 0 0 -0.960509							
010C	268	Mysterious Tunnels	010C01DB 80.18 -68.74 0.00 -0.02 0.00 0.00 -1.00	010C	6884	portalrainbowtunnels	2121519104	Mysterious Tunnels Portal	0xE73D0003 21.7517 66.573 106.658 1 0 0 0						black space -sy ||| Fixed and Verified - CPL Brown	
0110	272	Nexus	0x011002E1 40.000000 -250.000000 24.004999 0.999687 0.000000 0.000000 0.024997	0110	6795	portalnexus	1908723712	Nexus Portal	0x1C4D0023 98.5533 49.5871 0.149775 -0.73015 0 0 -0.683287						level 1-20 required -sy	
0112	274	Lyceum Training Grounds	0x02A802D2 170.000000 -180.000000 0.005000 0.999687 0.000000 0.000000 -0.024997	0112												
0113	275	Amiantos Bethel	01130211 30.00 -20.00 6.01 0.71 0.00 0.00 -0.71	0113	6779	portalbethel	2058792960	Amiantos Bethel Portal	0xAB6B0011 66.9624 16.6595 52.806 -0.371579 0 0 -0.928401						this is not the only loc - several instances of this dungeon - to be updated -sy	
0114	276	Sultry Hovel	0x0114018c 52.869400024414 -1.2689700126648 0 0.33843401074409 0 0 -0.94098997116089	0114	29095	portalsultryhovel	1932374016	Sultry Hovel	0x32DB0100 101.275 185.659 34.737 -0.86611 0 0 -0.499854							
0115	277	Wedding Hall	0115016D 59.97 -71.39 6.01 1.00 0.00 0.00 0.01	0115												
0116	278	Tenkarrdun Foundry	0x01160433 74.979271 -113.100067 -5.995000 -0.005845 0.000000 0.000000 -0.999983	0116	7488	portaltenkarrdunfoundry	2068766723	Tenkarrdun Foundry Portal	0xB4EE0100 171.395 108.224 164.737 0.999796 0 0 -0.0202071							
0117	279	Serac Vault	0x01170140 -1.600000 -100.000000 -17.995001 0.713044 0.000000 0.000000 -0.701120	0117	6397	portalseracvault	2050097152	Serac Vault Portal	0xA320002D 127.289 111.073 479.937 -0.970989 0 0 -0.239126							
0117	279	Serac Vault	0x01170140 -1.600000 -100.000000 -17.995001 0.713044 0.000000 0.000000 -0.701120	0117	6397	portalseracvault	2084782080	Serac Vault Portal	0xC434000D 25.9823 96.5481 150.102 -0.885416 0 0 -0.464799							
0118	280	Drudge Hovel	0x01180237 102.03099822998 -290.03698730469 6.0050001144409 0.69970297813416 0 0 0.71443402767181	0118	28792	portaldrudgehovel	2012614656	Drudge Hovel	0x7F61000F 35.719 155.967 49.937 -0.675691 0 0 0.737185							
